Emission/nm,smiles1,solvent,smiles2,y
587,CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCC[N+](C)(CCCS(=O)([O-])=O)CCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,MeCN ,CC#N,0.587
393,NC1=CC=C(C2=CC=C(N)C=C2)C=C1,MeCN ,CC#N,0.393
410,NC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,MeCN ,CC#N,0.41
421,CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,MeCN ,CC#N,0.421
429,CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,MeCN ,CC#N,0.429
466,O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,MeCN ,CC#N,0.466
458,O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,MeCN ,CC#N,0.458
393,C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,MeCN ,CC#N,0.393
479,O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,MeCN ,CC#N,0.479
521,CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,MeCN ,CC#N,0.521
620,CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,MeCN ,CC#N,0.62
578,CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,MeCN ,CC#N,0.578
679,CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,MeCN ,CC#N,0.679
498,CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,MeCN ,CC#N,0.498
523,CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,MeCN ,CC#N,0.523
432,CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,MeCN ,CC#N,0.432
528,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,MeCN ,CC#N,0.528
530,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,MeCN ,CC#N,0.53
532,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,MeCN ,CC#N,0.532
532,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,MeCN ,CC#N,0.532
483,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,MeCN ,CC#N,0.483
518,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,MeCN ,CC#N,0.518
518,CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,MeCN ,CC#N,0.518
644,CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,MeCN ,CC#N,0.644
620,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,MeCN ,CC#N,0.62
596,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,MeCN ,CC#N,0.596
602,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,MeCN ,CC#N,0.602
598,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,MeCN ,CC#N,0.598
602,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,MeCN ,CC#N,0.602
614,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,MeCN ,CC#N,0.614
423,CC1=CC(C2=CC(/C=C/C3=CC=C(N4CCCC4)C=C3)=CC=N2)=NC=C1,MeCN ,CC#N,0.423
553,COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N(CCCC)CCCC)=C1,MeCN ,CC#N,0.553
560,COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N4CCCC4)=C1,MeCN ,CC#N,0.56
668,COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N(CCCC)CCCC)=C1,MeCN ,CC#N,0.668
656,COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N5CCCC5)=C1,MeCN ,CC#N,0.656
636,CCCCOC1=CC(/C=C/C2=CC=C(N(CCCC)CCCC)C=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,MeCN ,CC#N,0.636
528,CCCCOC1=CC(/C=C/C2=C(OC)C=C(N(CCCC)CCCC)C(OC)=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,MeCN ,CC#N,0.528
526,CCCCOC1=CC(/C=C/C2=C(OC)C=C(N3CCCC3)C(OC)=C2)=C(OCCCC)C=C1/C=C/C4=CC=NC(C5=NC=CC(C)=C5)=C4,MeCN ,CC#N,0.526
498,O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,MeCN ,CC#N,0.498
472,O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,MeCN ,CC#N,0.472
493,O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,MeCN ,CC#N,0.493
522,CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,MeCN ,CC#N,0.522
533,CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,MeCN ,CC#N,0.533
546,CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,MeCN ,CC#N,0.546
602,CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,MeCN ,CC#N,0.602
607,CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,MeCN ,CC#N,0.607
486,CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,MeCN ,CC#N,0.486
556,CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,MeCN ,CC#N,0.556
525,CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,MeCN ,CC#N,0.525
418,O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,MeCN ,CC#N,0.418
434,O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,MeCN ,CC#N,0.434
443,O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=CC4=CC=C3C(CCCC)=C1,MeCN ,CC#N,0.443
457,O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=C(CCCC)C4=CC=C3C(CCCC)=C1,MeCN ,CC#N,0.457
576,CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C=O,MeCN ,CC#N,0.576
556,CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C(CCC)=O,MeCN ,CC#N,0.556
483,NC1=C2C(C([N+]#[C-])=CC=C2)=CC=C1,MeCN ,CC#N,0.483
647,COC1=CC=C(C=C(C2=CC=C([N+]([O-])=O)C=C2)C=C3)C3=C1,MeCN ,CC#N,0.647
545,CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)C8=NSN=C48,MeCN ,CC#N,0.545
529,CC(C1=C2C=C(N(C)C)C=CC2=CC3=C1CCC3)=O,MeCN ,CC#N,0.529
545,CC(C1=C2C=CC(N(C)C)=CC2=CC3=C1CCC3)=O,MeCN ,CC#N,0.545
590,CC(C1=C2C=CC=C(N(C)C)C2=CC3=C1CCC3)=O,MeCN ,CC#N,0.59
559,OC1=COC2=CC(C3=CC=C(N(C)C)C=C3)=CC=C2C1=O,MeCN ,CC#N,0.559
530,O=C1C(OC)=COC2=CC(C3=CC=C(N(C)C)C=C3)=CC=C21,MeCN ,CC#N,0.53
486,O=C1C(OC)=C(C2=CC=C(N(CC)CC)C=C2)OC3=CC=CC=C31,MeCN ,CC#N,0.486
560,O=C1C(OC)=C(C(O2)=CC3=C2C=C(N(CC)CC)C=C3)OC4=CC=CC=C41,MeCN ,CC#N,0.56
598,O=C1C(OC)=C(C2=CC(C3(C)C)=C(C=C2)C4=C3C=C(N(CC)CC)C=C4)OC5=CC=CC=C51,MeCN ,CC#N,0.598
462,CN(C1=CC=C2C=C(C(CC)=O)C=CC2=C1)C,MeCN ,CC#N,0.462
458,O=C1NC(C2=CC(N)=CC=C21)=O,MeCN ,CC#N,0.458
490,O=C1NC(C2=CC(N(C)C)=CC=C21)=O,MeCN ,CC#N,0.49
549,CN(C)C1=CC=C2C(C=C(C(N(CC(OC)=O)C3=O)=O)C3=C2)=C1,MeCN ,CC#N,0.549
551,CCCCCCN(C1=CC2=C(C=C3C=C(C#N)C=CC3=C2)C=C1)CCCCCC,MeCN ,CC#N,0.551
557,CCCCCCN(C1=CC=C2C=C3C=C(C(CC)=O)C=CC3=CC2=C1)CCCCCC,MeCN ,CC#N,0.557
518,CCN(CC)C(C=C1)=CC2=C1C(C=CC(C=O)=C3)=C3C2(C)C,MeCN ,CC#N,0.518
498,CCN(CC)C(C=C1)=CC2=C1C(C=CC(C(CCCCCCCC)=O)=C3)=C3C2(C)C,MeCN ,CC#N,0.498
400.2,F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,MeCN ,CC#N,0.4002
540,O=C1N(C2=C(C)C=CC=C2C)C(C3=CC(C4=C(N5)C=C(OC)C=C4)=C5C6=C3C1=CC=C6)=O,MeCN ,CC#N,0.54
530,O=C1N(C2=C(C)C=CC=C2C)C(C3=CC(C4=C(O5)C=C(OC)C=C4)=C5C6=C3C1=CC=C6)=O,MeCN ,CC#N,0.53
373,C1(/C=C/C=C/C2=CC=CC=C2)=CC=CC=C1,hexane,CCCCCC,0.373
531,CN(C)C(S1)=NC(C2=CC=C(Br)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,hexane,CCCCCC,0.531
537,CN(C)C(S1)=NC(C2=CC=C(C)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,hexane,CCCCCC,0.537
537,CCN(CC)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)S3,hexane,CCCCCC,0.537
538,O=[N+](C1=CC=C(C2=C(N=C(N(CC)CC)S2)C3=CC=C(Br)C=C3)S1)[O-],hexane,CCCCCC,0.538
544,CC(C=C1)=CC=C1C(N=C(N(CC)CC)S2)=C2C3=CC=C([N+]([O-])=O)S3,hexane,CCCCCC,0.544
543,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCCCC4)S2)S1)[O-],hexane,CCCCCC,0.543
545,CC(C=C1)=CC=C1C(N=C(N2CCCCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,hexane,CCCCCC,0.545
532,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCOCC4)S2)S1)[O-],hexane,CCCCCC,0.532
530,BrC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,hexane,CCCCCC,0.53
536,CC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,hexane,CCCCCC,0.536
527,O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N4CCOCC4)S2)S1)[O-],hexane,CCCCCC,0.527
534,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],hexane,CCCCCC,0.534
534,BrC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,hexane,CCCCCC,0.534
538,CC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,hexane,CCCCCC,0.538
549,O=[N+](C1=CC=C(C2=C(C3=CC=CS3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],hexane,CCCCCC,0.549
532,O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],hexane,CCCCCC,0.532
542,O=[N+](C1=CC=C(C2=C(C3=CC=C(C4=CC=CC=C4)C=C3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],hexane,CCCCCC,0.542
532,O=[N+](C1=CC=C(C2=C(C3=CC4=C(C=CC=C4)C=C3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],hexane,CCCCCC,0.532
533,O=[N+](C1=CC=C(C2=C(C3=CC4=C(C=CC=C4)O3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],hexane,CCCCCC,0.533
598,CN(C)C1=CC=C(C=C1)C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,hexane,CCCCCC,0.598
517,O=[N+](C1=CC=C(C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],hexane,CCCCCC,0.517
507,CN(C)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)O3,hexane,CCCCCC,0.507
512,CCN(CC)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)O3,hexane,CCCCCC,0.512
512,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCCCC4)S2)O1)[O-],hexane,CCCCCC,0.512
505,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCOCC4)S2)O1)[O-],hexane,CCCCCC,0.505
512,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)O1)[O-],hexane,CCCCCC,0.512
493,O=CC1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1,hexane,CCCCCC,0.493
558,N#C/C(C#N)=C/C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1,hexane,CCCCCC,0.558
595,O=C(N(CC)C(N1CC)=S)/C(C1=O)=C\C2=CC=C(C3=C(C4=CC=CC=C4)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S3)S2,hexane,CCCCCC,0.595
475,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,hexane,CCCCCC,0.475
400,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,hexane,CCCCCC,0.4
421,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,hexane,CCCCCC,0.421
461,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,hexane,CCCCCC,0.461
429,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,hexane,CCCCCC,0.429
542,O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,hexane,CCCCCC,0.542
458,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],hexane,CCCCCC,0.458
488,O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],hexane,CCCCCC,0.488
500,N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,hexane,CCCCCC,0.5
491,O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],hexane,CCCCCC,0.491
488,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(N4)C(C=C5B4C6=C(C=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C6)C(C9=CC=CC=C9)=C5C%10=CC=CC=C%10)=C1,hexane,CCCCCC,0.488
405,O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=CC=C4)C4=C3)OCC,hexane,CCCCCC,0.405
467,O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,hexane,CCCCCC,0.467
492,O=C(C1=CC(C#CC2=CC=C([N+]([O-])=O)C=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,hexane,CCCCCC,0.492
488,C1(/C=C/C2=C(C=CC3=C4C(C=C5)=CC=C3)C4=C5C=C2)=C(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)C=CC=C1,hexane,CCCCCC,0.488
470,C1(/C=C/C2=C(C=CC3=C4C(C=C5)=CC=C3)C4=C5C=C2)=CC=CC(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)=C1,hexane,CCCCCC,0.47
461,C1(/C=C/C2=C(C=CC3=C4C(C=C5)=CC=C3)C4=C5C=C2)=CC=C(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)C=C1,hexane,CCCCCC,0.461
455,C1(/C=C\C2=CC=C(C=C3)C4=C2C=CC5=CC=CC3=C45)=CC=C(/C=C/C6=C(C=CC=C7)C7=CC8=C6C=CC=C8)C=C1,hexane,CCCCCC,0.455
373,NC1=CC=C(C2=CC=C(N)C=C2)C=C1,hexane,CCCCCC,0.373
353,NC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,hexane,CCCCCC,0.353
366,CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,hexane,CCCCCC,0.366
357,CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,hexane,CCCCCC,0.357
532,O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,hexane,CCCCCC,0.532
520,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,hexane,CCCCCC,0.52
557,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,Hexane,CCCCCC,0.557
549,O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,Hexane,CCCCCC,0.549
532,O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,Hexane,CCCCCC,0.532
561,O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,Hexane,CCCCCC,0.561
525,O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(S(=O)(C)=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,Hexane,CCCCCC,0.525
594,O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C([N+]([O-])=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,Hexane,CCCCCC,0.594
480,O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C(F)(F)F)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,Hexane,CCCCCC,0.48
525,O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C#N)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,Hexane,CCCCCC,0.525
512,O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,Hexane,CCCCCC,0.512
482,O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,Hexane,CCCCCC,0.482
446,O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,Hexane,CCCCCC,0.446
428,O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,Hexane,CCCCCC,0.428
446,O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,Hexane,CCCCCC,0.446
455,O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,Hexane,CCCCCC,0.455
393,CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,Hexane,CCCCCC,0.393
394,CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,Hexane,CCCCCC,0.394
388,CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,Hexane,CCCCCC,0.388
384,CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,Hexane,CCCCCC,0.384
380,CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,Hexane,CCCCCC,0.38
378,CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,Hexane,CCCCCC,0.378
378,CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,Hexane,CCCCCC,0.378
367,CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,Hexane,CCCCCC,0.367
442,CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,Hexane,CCCCCC,0.442
411,CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,Hexane,CCCCCC,0.411
422,CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,Hexane,CCCCCC,0.422
396,O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,hexane,CCCCCC,0.396
402,O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,hexane,CCCCCC,0.402
413,O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=CC4=CC=C3C(CCCC)=C1,hexane,CCCCCC,0.413
424,O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=C(CCCC)C4=CC=C3C(CCCC)=C1,hexane,CCCCCC,0.424
488,CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C=O,hexane,CCCCCC,0.488
482,CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C(CCC)=O,hexane,CCCCCC,0.482
409,NC1=C2C(C([N+]#[C-])=CC=C2)=CC=C1,Hexane,CCCCCC,0.409
462,CCCCCC1=C(C2=CC3=C(N2C4=NC5=C(C=C41)C=CC=C5)C=CC=C3)CCCCC,Hexane,CCCCCC,0.462
393,CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C(C=CC(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)=C8)=C8C9)C9=C4,Hexane,CCCCCC,0.393
507,CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C(C=CC(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)=C8)=C8C9=O)C9=C4,Hexane,CCCCCC,0.507
495,CCCCCCCCC1(CCCCCCCC)C(C=CC=C2)=C2C(C=C3)=C1C=C3C#CC4=CC=C(C#CC5=CC=C(C6=CC=CC=C6C7(CCCCCCCC)CCCCCCCC)C7=C5)C8=NSN=C48,Hexane,CCCCCC,0.495
412,O=C1C(OC)=C(C2=CC=C(N(CC)CC)C=C2)OC3=CC=CC=C31,Hexane,CCCCCC,0.412
443,O=C1C(OC)=C(C(O2)=CC3=C2C=C(N(CC)CC)C=C3)OC4=CC=CC=C41,Hexane,CCCCCC,0.443
433,O=C1C(OC)=C(C2=CC(C3(C)C)=C(C=C2)C4=C3C=C(N(CC)CC)C=C4)OC5=CC=CC=C51,Hexane,CCCCCC,0.433
483,CCCCCCN(C1=CC2=C(C=C3C=C(C#N)C=CC3=C2)C=C1)CCCCCC,hexane,CCCCCC,0.483
483,CCCCCCN(C1=CC=C2C=C3C=C(C(CC)=O)C=CC3=CC2=C1)CCCCCC,hexane,CCCCCC,0.483
398.4,F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,Hexane,CCCCCC,0.3984
730,CN(C)C1=CC=C(C(C2=C(C)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,H2O,O,0.73
729,CN(C)C1=CC=C(C(C2=C(CC)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,H2O,O,0.729
741,CN(C)C1=CC=C(C(C2=C(C(F)(F)F)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,H2O,O,0.741
733,CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,H2O,O,0.733
737,CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2OC)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,H2O,O,0.737
