Absorption/nm,smiles1,solvent,smiles2,y
396,CCN(CC)C(C=C1)=CC2=C1C(C=CC(C=O)=C3)=C3C2(C)C,MeOH,CO,0.396
384,CCN(CC)C(C=C1)=CC2=C1C(C=CC(C(CCCCCCCC)=O)=C3)=C3C2(C)C,MeOH,CO,0.384
384,F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,MeOH,CO,0.384
329,N12C(C3C=CC=CC=3C3C=CC=CC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.329
309,N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.309
359,N12C(C3C=CC=CC=3C3C=CC(OC)=CC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.359
328,N12C(C3C=CC=CC=3C3C=CC(C(F)(F)F)=CC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.328
352,N12C(C3C=CC=CC=3C3C=C(C(=O)OCC)C=CC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.352
331,N12C(C3C=CC=CC=3C3C=C(Cl)C=CC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.331
330,N12C(C3C=CC=CC=3C3C=CC=NC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.33
354,N12C(C3C=CC=CC=3C3N=CC=NC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.354
396,N12C(C3C=CC=CC=3C3N=C4C=CC=CC4=NC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.396
325,N12C(C3C=CC=CC=3C3C4C=CC=CC=4SC=31)=NC1C=CC=CC=12,MeCN ,CC#N,0.325
300,N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=NC=C2,MeCN ,CC#N,0.3
363,N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=CC1C=CC=CC=12,MeCN ,CC#N,0.363
329,CC(C)(C)C1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,MeCN ,CC#N,0.329
308,COC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,MeCN ,CC#N,0.308
337,COC1=CC(C2=NC(C=CC=C3)=C3N2C4=C5C=CC=C4)=C5C=C1,MeCN ,CC#N,0.337
305,FC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,MeCN ,CC#N,0.305
308,ClC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,MeCN ,CC#N,0.308
320,N#CC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,MeCN ,CC#N,0.32
341,FC(C1=CC=CC2=C1C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5)(F)F,MeCN ,CC#N,0.341
338,N12C(C3=C(C4=C2C=CC=C4)C=C(C5=CC=CC=C5)C=C3)=NC6=C1C=CC=C6,MeCN ,CC#N,0.338
373,N12C(C3=C(C4=C2C=CC=C4)C(C=CC=C5)=C5C6=C3C=CC=C6)=NC7=C1C=CC=C7,MeCN ,CC#N,0.373
341,N12C(C3=C(C4=C2C=CC=C4)C=CS3)=NC5=C1C=CC=C5,MeCN ,CC#N,0.341
306,N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=NC=C1,MeCN ,CC#N,0.306
318,CC1=C(C)N2C(C3=C(C4=C2C=CC=C4)C=CC=C3)=N1,MeCN ,CC#N,0.318
359,N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=CC5=C1C=CC=C5,MeCN ,CC#N,0.359
329,N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=CC=C1,MeCN ,CC#N,0.329
308,C1C=C(N2C(C3=CC=C(C#N)C=C3)=NC3=CC=CC=C32)C=CC=1N(C)C,MeCN ,CC#N,0.308
299,C1C=C(N2C(C3=CC=NC=C3)=NC3=CC=CC=C32)C=CC=1N(C)C,MeCN ,CC#N,0.299
325,C1C=C(N2C(C3=CC=C(N(C)C)C=C3)=NC3=CC=CC=C32)C=CC=1,MeCN ,CC#N,0.325
339,C1C=C(N2C(C3=CC=C(N(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)=NC3=CC=CC=C32)C=CC=1,MeCN ,CC#N,0.339
295,C1C=C(N2C(C3=CC=C(Cl)C=C3)=NC3=CC=CC=C32)C=CC=1,MeCN ,CC#N,0.295
344,N12C=CC=CC1=NC1=C2C=CC=C1,MeCN ,CC#N,0.344
268,C1C=C(N2C(C3=CC=CC=C3)=NC3=CC(OC)=CC=C32)C=CC=1,MeCN ,CC#N,0.268
332,C1C=C(N2C(C3=CC=C(N(C)C)C=C3)=NC3=CC(C(F)(F)F)=CC=C32)C=CC=1,MeCN ,CC#N,0.332
371,C1C=C(N2C(C3=CC=C(N(C)C)C=C3)=NC3=NC=CN=C32)C=CC=1,MeCN ,CC#N,0.371
309,C1C=C(N2C(C3=CC=NC=C3)=NC3=NC=CN=C32)C=CC=1N(C)C,MeCN ,CC#N,0.309
371,C1C=C(N2C(C3=CC=C(N(C)C)C=C3)=NC3=NC=CN=C32)C=CC=1N(C)C,MeCN ,CC#N,0.371
339,C1C=C(N2C(C3=CC=C(N4C5C=CC=CC=5C5C=CC=CC4=5)C=C3)=NC3=NC=CN=C32)C=CC=1,MeCN ,CC#N,0.339
411,C1C=C(N2C(C3=CC=C(N(C)C)C=C3)=NC3=NC4C=CC=CC=4N=C32)C=CC=1,MeCN ,CC#N,0.411
411,C1C=C(N2C(C3=CC=C(N(C)C)C=C3)=NC3=NC4C=CC=CC=4N=C32)C=CC=1C(C)(C)C,MeCN ,CC#N,0.411
348,C1C=C(N2C(C3=CC=CC=C3)=NC3=NC4C=CC=CC=4N=C32)C=CC=1,MeCN ,CC#N,0.348
330,C1(C=CC=CC=1)N1C(C2C=CC=CC=2)=NC2=CC3N(C(C4C=CC=CC=4)=NC=3C=C12)C1C=CC=CC=1,MeCN ,CC#N,0.33
406,CCN(CC)C1=CC(O2)=C(C=C(C2=O)C3=NC4=CC=CC=C4N3C)C=C1,MeCN ,CC#N,0.406
386,OC1=CC=C2C(OC(C(C(O)=O)=C2)=O)=C1,MeCN ,CC#N,0.386
433,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC=C4)(=O)=O)C=C1,MeCN ,CC#N,0.433
432,CC1=CC=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.432
434,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC(OCC5=CC=CC=C5)=C4)(=O)=O)C=C1,MeCN ,CC#N,0.434
434,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC(SC)=C4)(=O)=O)C=C1,MeCN ,CC#N,0.434
436,ClC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC=C1,MeCN ,CC#N,0.436
437,BrC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC=C1,MeCN ,CC#N,0.437
434,CC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.434
434,CCC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.434
434,COC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.434
435,FC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.435
435,ClC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.435
436,BrC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.436
435,IC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.435
433,CC(C=C1)=C(C)C=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.433
434,COC(C=C1)=C(OC)C=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.434
432,CC(C=C1C)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.432
434,ClC(C=C1C)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.434
433,COC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC(OC)=C1,MeCN ,CC#N,0.433
435,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=C(CCN=[N+]=[N-])C=C4)(=O)=O)C=C1,MeCN ,CC#N,0.435
434,OCCC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.434
434,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=C(CCC(O)=O)C=C4)(=O)=O)C=C1,MeCN ,CC#N,0.434
434,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC5=C4C=CC=C5)(=O)=O)C=C1,MeCN ,CC#N,0.434
437,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=NC=CC=C4)(=O)=O)C=C1,MeCN ,CC#N,0.437
425,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2NC4=CC=CC=C4)(=O)=O)C=C1,MeCN ,CC#N,0.425
440,FC1=CC=CC(C1=CN/2C3=CC=CC=C3)=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.44
443,FC(C=CC1=C/2)=CC1=CN(C3=CC=CC=C3)C2=N/S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.443
443,ClC(C=CC1=C/2)=CC1=CN(C3=CC=CC=C3)C2=N/S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.443
427,CC(C=CC1=CN/2C3=CC=CC=C3)=CC1=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.427
424,FC(C=CC1=CN/2C3=CC=CC=C3)=CC1=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,MeCN ,CC#N,0.424
410,O=CC1=C2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C(C6=CC=CC=C6)N2C7=C1C=CC=C7,MeCN ,CC#N,0.41
415,O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=CC=C7,MeCN ,CC#N,0.415
415,O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=CC=C7,MeCN ,CC#N,0.415
413,O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=C(Br)C=C7,MeCN ,CC#N,0.413
413,O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=C(Br)C=C7,MeCN ,CC#N,0.413
402,O=CC1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=C(OC)C=C7,MeCN ,CC#N,0.402
406,O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=C(OC)C=C7,MeCN ,CC#N,0.406
405,O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=C(OC)C=C7,MeCN ,CC#N,0.405
408,O=C(C)C1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=CC=C7,MeCN ,CC#N,0.408
410,O=C(C)C1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=CC=C7,MeCN ,CC#N,0.41
410,O=C(C)C1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=CC=C7,MeCN ,CC#N,0.41
402,O=CC1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=C(OCC8=CC=CC=C8)C=C7,MeCN ,CC#N,0.402
406,O=CC1=C2N(C(CC)=C(C(CC)=C2CC)CC)C3=C1C=CC=C3,MeCN ,CC#N,0.406
405,O=CC1=C2N(C(CC)=C(C(CC)=C2CC)CC)C3=C1C=C(Br)C=C3,MeCN ,CC#N,0.405
408,O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=CC=C3,MeCN ,CC#N,0.408
406,O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=C(Br)C=C3,MeCN ,CC#N,0.406
400,O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=C(OC)C=C3,MeCN ,CC#N,0.4
478,CN(C)C(S1)=NC(C2=CC=C(Br)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,MeCN ,CC#N,0.478
483,CN(C)C(S1)=NC(C2=CC=C(C)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,MeCN ,CC#N,0.483
487,CCN(CC)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)S3,MeCN ,CC#N,0.487
484,O=[N+](C1=CC=C(C2=C(N=C(N(CC)CC)S2)C3=CC=C(Br)C=C3)S1)[O-],MeCN ,CC#N,0.484
487,CC(C=C1)=CC=C1C(N=C(N(CC)CC)S2)=C2C3=CC=C([N+]([O-])=O)S3,MeCN ,CC#N,0.487
480,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCCCC4)S2)S1)[O-],MeCN ,CC#N,0.48
483,CC(C=C1)=CC=C1C(N=C(N2CCCCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,MeCN ,CC#N,0.483
468,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCOCC4)S2)S1)[O-],MeCN ,CC#N,0.468
466,BrC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,MeCN ,CC#N,0.466
468,CC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,MeCN ,CC#N,0.468
468,O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N4CCOCC4)S2)S1)[O-],MeCN ,CC#N,0.468
463,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],MeCN ,CC#N,0.463
464,BrC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,MeCN ,CC#N,0.464
470,CC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,MeCN ,CC#N,0.47
469,O=[N+](C1=CC=C(C2=C(C3=CC=CS3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],MeCN ,CC#N,0.469
483,O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],MeCN ,CC#N,0.483
467,O=[N+](C1=CC=C(C2=C(C3=CC=C(C4=CC=CC=C4)C=C3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],MeCN ,CC#N,0.467
467,O=[N+](C1=CC=C(C2=C(C3=CC4=C(C=CC=C4)C=C3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],MeCN ,CC#N,0.467
465,O=[N+](C1=CC=C(C2=C(C3=CC4=C(C=CC=C4)O3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],MeCN ,CC#N,0.465
459,O=[N+](C1=CC=C(C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],MeCN ,CC#N,0.459
465,CN(C)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)O3,MeCN ,CC#N,0.465
469,CCN(CC)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)O3,MeCN ,CC#N,0.469
469,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCCCC4)S2)O1)[O-],MeCN ,CC#N,0.469
452,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCOCC4)S2)O1)[O-],MeCN ,CC#N,0.452
443,O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)O1)[O-],MeCN ,CC#N,0.443
408,O=CC1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1,MeCN ,CC#N,0.408
491,N#C/C(C#N)=C/C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1,MeCN ,CC#N,0.491
548,O=C(N(CC)C(N1CC)=S)/C(C1=O)=C\C2=CC=C(C3=C(C4=CC=CC=C4)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S3)S2,MeCN ,CC#N,0.548
333,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C([P+](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)C=C1,MeCN ,CC#N,0.333
372,C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=CC=C([P+](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C=C1,MeCN ,CC#N,0.372
342,C1(C2=CC=C(C=C2)N(C3=CC=CC=C34)C5=C4C=CC=C5)=CC=C(C=C1)[P+](C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8,MeCN ,CC#N,0.342
364,C1(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=CC=C([P+](C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)C=C1,MeCN ,CC#N,0.364
354,C1(C2=CC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)C=C2)=CC=C([P+](C7=CC=CC=C7)(C8=CC=CC=C8)C9=CC=CC=C9)C=C1,MeCN ,CC#N,0.354
401,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(C4=C1C=CC=C4)[P+](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7,MeCN ,CC#N,0.401
496,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C(C3=C4C=CC=C3)=C(C=CC=C5)C5=C4N(C6=CC=CC=C6)C7=CC=CC=C7,MeCN ,CC#N,0.496
380,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6)C7=C3C=CC=C7,MeCN ,CC#N,0.38
414,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C#CC(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6)C7=C3C=CC=C7,MeCN ,CC#N,0.414
420,C1(C#CC(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C(C5=C1C=CC=C5)[P+](C6=CC=CC=C6)(C7=CC=CC=C7)CCC[P+](C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)(C%11=CC=CC=C%11)C%12=CC=CC=C%12,MeCN ,CC#N,0.42
441,CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,MeCN ,CC#N,0.441
359,CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,MeCN ,CC#N,0.359
394,CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,MeCN ,CC#N,0.394
429,CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,MeCN ,CC#N,0.429
365,CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,MeCN ,CC#N,0.365
421,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.421
430,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.43
430,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.43
430,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.43
432,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.432
431,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.431
435,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.435
435,CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,MeCN ,CC#N,0.435
434,O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],MeCN ,CC#N,0.434
352,O=C(CC)C1=CC=C(C=C(N(C)C)C=C2)C2=C1,MeCN ,CC#N,0.352
325,CN(C)C1=CC2=CC=C(C#C)C=C2C=C1,MeCN ,CC#N,0.325
424,CN(C)C1=CC2=CC=C(C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,MeCN ,CC#N,0.424
360,CN(C)C1=CC2=CC=C(C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,MeCN ,CC#N,0.36
348,CN(C)C1=CC2=CC=C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,MeCN ,CC#N,0.348
367,CN(C)C1=CC2=CC=C(/C=C/C3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,MeCN ,CC#N,0.367
360,CN(C)C1=CC2=CC=C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,MeCN ,CC#N,0.36
369,O=C(C1=CC(CC)=CC=C1OC/2C(C)(C)C(OC)=O)C2=C/NS(=O)(C3=CC=C(C)C=C3)=O,MeCN ,CC#N,0.369
380,O=C(C1=CC(C)=CC=C1OC/2C(C)(C)C(OC)=O)C2=C/NS(=O)(C3=CC=C(C)C=C3)=O,MeCN ,CC#N,0.38
326,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)S3,MeCN ,CC#N,0.326
335,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)O3,MeCN ,CC#N,0.335
341,O(C)C1OC(C2N(C)N=C3C=CC=CC=23)=CC=1,MeCN ,CC#N,0.341
355,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(C)=O)O3,MeCN ,CC#N,0.355
364,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C=O)O3,MeCN ,CC#N,0.364
364,O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=C4,MeCN ,CC#N,0.364
362,O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=N4,MeCN ,CC#N,0.362
345,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(OCC)=O)O3,MeCN ,CC#N,0.345
331,CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)S3,MeCN ,CC#N,0.331
342,CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)O3,MeCN ,CC#N,0.342
339,CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(NC)=O)S3,MeCN ,CC#N,0.339
450,CN1N=C2C(C=CC=C2)=C1C3=CC=C(O3)/C=C(C#N)/C#N,MeCN ,CC#N,0.45
332,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C,MeCN ,CC#N,0.332
340,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C,MeCN ,CC#N,0.34
346,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(OC)O3,MeCN ,CC#N,0.346
363,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(C)=O,MeCN ,CC#N,0.363
371,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C=O,MeCN ,CC#N,0.371
352,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(OCC)=O,MeCN ,CC#N,0.352
381,CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C=O,MeCN ,CC#N,0.381
362,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)C,MeCN ,CC#N,0.362
367,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C,MeCN ,CC#N,0.367
367,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(OC)O3,MeCN ,CC#N,0.367
401,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(C)=O,MeCN ,CC#N,0.401
411,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C=O,MeCN ,CC#N,0.411
389,CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(OCC)=O,MeCN ,CC#N,0.389
348,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C,MeCN ,CC#N,0.348
362,CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C,MeCN ,CC#N,0.362
